dossier_reference,origine,statut_traitement,statut_site,site_id,titre_source,communes_source,insee_source,adresses_source,lieux_dits_source,denominations_source,activites_codes,secteurs_codes,installations_codes,periodes_activite_codes,periodes_source_codes,localisation_statut_code,longitude_source,latitude_source,decision_rapprochement,dossier_url,type_dossier_source,composants_non_productifs_source
IA00061015,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,"moulin à farine, usine de pâte à papier",Mâle,61246,,Moulin de Mâle (Le),moulin à farine | usine de pâte à papier,mouture_cereales | fabrication_papier,agroalimentaire | bois_papier_imprimerie,moulin | usine,,industrialisation_rail_vapeur,source_non_controlee,0.7463952580885334,48.280356930391285,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/4d921a1e-9cd2-497b-8670-7c168fc7bdbe,dossier individuel,
IA00061021,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,moulin à farine,Saint-Agnan-sur-Sarthe,61360,,Josselin (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.42585583113409775,48.60662982893626,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/055b4787-db11-470d-9017-4ac147a1be2f,dossier individuel,
IA00061027,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,"usine de passementerie, usine de chaussures",Beaufai,61032,,Corru,usine de passementerie | usine de chaussures,passementerie | fabrication_chaussures,textile_habillement_cuir,usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.538581723544252,48.74845336435086,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/8d2fc298-6106-4fb9-ace4-2b7ba53178c4,dossier individuel,
IA00061037,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,filature,Saint-Pierre-du-Regard,61447,,Champ Ferment (Le),filature,filature_textile,textile_habillement_cuir,filature,,industrialisation_rail_vapeur,source_non_controlee,-0.511061724277782,48.84564556345078,candidat_a_verifier,https://inventaire-patrimoine.normandie.fr/dossier/5b097d42-cbe4-4079-b0cc-df7323cc90ad,dossier individuel,
IA00061043,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,tissage,Flers,61169,Chaussée (rue de la),,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.5650301499614981,48.744161485291436,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/13d93ded-5d35-484d-904a-ffde8bf27a69,dossier individuel,
IA00061048,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,"fonderie Renaudin, puis Société Nouvelle d'Exploitation Renaudin",Mâle,61246,,Ecu (L'),fonderie,fonderie,metallurgie_travail_metaux,fonderie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.7335819048867412,48.27319920455188,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/fee44f1a-cacf-4e6b-901a-b1db55222375,dossier individuel,
IA00061056,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,moulin à farine,Crulai,61140,,Moulin du Pont (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.6603590709355139,48.7136409659732,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/78e2022c-4f96-40e7-81f1-d3586ae87247,dossier individuel,
IA00061063,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,tuilerie,Rémalard,61345,,Tuilerie (La),tuilerie,fabrication_tuiles,verre_ceramique_materiaux_construction,tuilerie,,avant_1789 | revolution_premiere_industrialisation,source_non_controlee,0.7929021288156838,48.44365476582519,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/40375f0f-d4f0-4478-98ed-f724ad669bc7,dossier individuel,
IA00061069,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,manufacture et scierie Bellêmoise,Saint-Martin-du-Vieux-Bellême,61426,"Pierre de Romanet (rue) 7, 9",,scierie,sciage_bois,bois_papier_imprimerie,scierie,,industrialisation_rail_vapeur | modernisation_apres_guerre,source_non_controlee,0.5425993766308884,48.38036350149532,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/cf003820-a2b8-4a09-8b4d-72a383e46fc0,dossier individuel,
IA00061076,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,usine de quincaillerie,L'Aigle,61214,,Haies (Les),usine de quincaillerie,fabrication_quincaillerie,metallurgie_travail_metaux,usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.607678653852454,48.75794749939289,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/15df09f0-5249-4691-8e4d-f38157baead0,dossier individuel,
IA00061081,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,"moulin à farine dit moulin de Feugeroux, puis Tréfilerie Bigot",Sainte-Gauburge-Sainte-Colombe,61389,,,moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.4312003788984675,48.710104766955084,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/4a78fd5d-d20b-4fbb-9b93-aa0709df8e65,dossier individuel,
IA00061087,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,haut fourneau de la Roche,Livaie,61228,,Fourneau (Le),haut fourneau,production_fonte,metallurgie_travail_metaux,haut_fourneau,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.046821074031807575,48.48427894177562,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f271b311-4b6e-4234-8fb7-30ba3e51c803,dossier individuel,
IA00061094,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,affinerie dite forge de Gaillon,Randonnai,61343,,Gaillons (Les),affinerie,affinage_metaux,metallurgie_travail_metaux,affinerie,,avant_1789 | revolution_premiere_industrialisation,source_non_controlee,0.6638519922633122,48.64617543456002,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1605cad5-d82b-4326-a5af-8d2913739cde,dossier individuel,
IA00061101,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,"haut fourneau, moulin à blé",Tourouvre,61491,,Fonte (La),haut fourneau | moulin à blé,production_fonte | mouture_cereales,agroalimentaire | metallurgie_travail_metaux,haut_fourneau | moulin,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.6976500149012115,48.58081738559075,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/84eaa0bf-354c-4c01-bc30-929f562b2b7c,dossier individuel,
IA00061107,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,"moulin à farine, minoterie",Bivilliers,61045,,Peltrie (La),moulin à farine | minoterie,mouture_cereales | mouture_cereales,agroalimentaire,minoterie | moulin,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | mutations_reconversions,source_non_controlee,0.6134958546227796,48.57833108312378,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/df941cfb-6758-48e8-937f-62020b560891,dossier individuel,
IA00061112,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,haut fourneau,Longny-au-Perche,61230,,Rainville,haut fourneau,production_fonte,metallurgie_travail_metaux,haut_fourneau,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.7707042356303826,48.54435866695,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f7f9721f-8fbf-46cb-b669-93dc5606b248,dossier individuel,
IA00061121,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,filature,Athis-de-l'Orne,61007,,Réservoir (Le),filature,filature_textile,textile_habillement_cuir,filature,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.5294009951014579,48.82402201932426,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/be32a865-e7dd-4406-9826-f6167f92efc4,dossier individuel,
IA00061127,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,usine de matériel électroménager dite usine Moulinex,Argentan,61006,Commerce (rue du) 25,,usine de matériel électroménager,fabrication_materiel_electrique,mecanique_electrique,usine,,modernisation_apres_guerre,source_non_controlee,-0.02931933161975004,48.73419203382837,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1b8c5ef7-d2e9-44f9-afbc-1d714f6675e7,dossier individuel,
IA00061134,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,usine de fabrication des métaux,Boucé,61055,,Grosse Forge,usine de fabrication des métaux,fabrication_metaux,metallurgie_travail_metaux,usine,,avant_1789,source_non_controlee,-0.08500658671227664,48.647494988750886,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/8769226f-24f3-4898-8664-bb903cd2e237,dossier individuel,
IA00061141,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,moulin à papier,Saint-Victor-de-Réno,61458,,Moulin-Neuf (Le),moulin à papier,fabrication_papier,bois_papier_imprimerie,papeterie,,revolution_premiere_industrialisation | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.7033964120834467,48.509149236547636,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/bf1fdc43-1afc-45d1-876a-bdec4cb71c0a,dossier individuel,
IA00061146,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,"moulin à foulon, tréfilerie",Vitrai-sous-Laigle,61510,,Moulin de la Foulerie (Le),moulin à foulon | tréfilerie,foulage_textile | trefilage_metaux,metallurgie_travail_metaux | textile_habillement_cuir,moulin | usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.6969182667224482,48.730701950630184,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/d89c08a5-24d5-41d5-a5cd-68ea0f8760df,dossier individuel,
IA00061154,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,"tréfilerie, usine de quincaillerie",Saint-Sulpice-sur-Risle,61456,,Fosse (La),tréfilerie | usine de quincaillerie,trefilage_metaux | fabrication_quincaillerie,metallurgie_travail_metaux,usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.6433651547612741,48.76963473306186,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1d238529-8f37-4a77-af3f-bde40720b882,dossier individuel,
IA00061161,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,moulin à papier,Canapville,61072,,,moulin à papier,fabrication_papier,bois_papier_imprimerie,papeterie,,industrialisation_rail_vapeur,source_non_controlee,0.2636746919300669,48.958930064153925,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/997fbf0b-081a-41ca-afc1-ec45e05f3a54,dossier individuel,
IA00061168,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,moulin à farine,Nonant-le-Pin,61310,,Moulin Girou (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.19820159126116538,48.70304053030052,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/9850ea9f-77d8-4d11-9179-067c3047291f,dossier individuel,
IA00061174,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,"fenderie, moulin à blé",Montmerrei,61288,,Fenderie (La),fenderie | moulin à blé,fabrication_metaux | mouture_cereales,agroalimentaire | metallurgie_travail_metaux,moulin | usine,,avant_1789 | revolution_premiere_industrialisation,source_non_controlee,0.04187099004780732,48.61627477352811,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ad7f8666-1272-420a-bfef-208adc638206,dossier individuel,
IA00061179,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,imprimerie,Flers,61169,Jules Gevelot (rue) 24,,imprimerie,imprimerie,bois_papier_imprimerie,imprimerie,,industrialisation_rail_vapeur,source_non_controlee,-0.5715954614258228,48.75117676630784,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f0494843-26ec-42e0-bbf4-8080825095af,dossier individuel,
IA00061185,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,"distillerie, cidrerie",Gacé,61181,,Rançonnières (Les),distillerie | cidrerie,distillation_alimentaire | production_cidre,agroalimentaire,cidrerie | distillerie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.2991033520069833,48.784346898685136,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/2d0b8b65-128a-41b8-84ea-f7e285191de0,dossier individuel,
IA00061191,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,tissage,Saint-Georges-des-Groseillers,61391,,Tremblay (Le),tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,-0.5768761559617352,48.75353050958973,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/7d8065d7-1e45-4b91-a03a-de2e1cff3468,dossier individuel,
IA00061197,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,tuilerie,Trun,61494,,Grandes Crouttes (Les),tuilerie,fabrication_tuiles,verre_ceramique_materiaux_construction,tuilerie,,industrialisation_rail_vapeur,source_non_controlee,0.062441089962588875,48.855627373924115,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/82ece625-4edb-4a32-9547-9305a585b7d1,dossier individuel,
IA00061203,phase8_lot1_50,structure_classee_a_enrichir,site_provisoire_lot1_valide,,moulin à farine,Domfront,61145,Notre-Dame,,moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,-0.6567598422047569,48.591642955407615,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/5f52703f-f04a-4fcb-ae05-4d0e785b38f7,dossier individuel,
IA00060884,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine d'ouvrages en amiante,Saint-Pierre-du-Regard,61447,,Petite Suisse (La),usine d'ouvrages en amiante,fabrication_produits_amiante,verre_ceramique_materiaux_construction,usine,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.5259781886493472,48.828444221219215,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/e6892b25-22e4-4cbb-9c3e-434cee671418,dossier individuel,
IA00060885,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,centrale hydroélectrique,Saint-Philbert-sur-Orne,61444,,Breuil (Le),centrale hydroélectrique,production_hydroelectricite,energie,centrale_hydroelectrique,,modernisation_apres_guerre,source_non_controlee,-0.3585271347598061,48.846111764605595,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/268e9a4a-9d0b-4bf3-88ab-be2766dc5881,dossier individuel,
IA00060887,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"moulin à papier, filature",Tinchebray,61486,,Rochefort,moulin à papier | filature,fabrication_papier | filature_textile,bois_papier_imprimerie | textile_habillement_cuir,filature | papeterie,,industrialisation_rail_vapeur,source_non_controlee,-0.7175992326296594,48.75539706012365,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/3be4c4e6-81b3-4b00-a5be-29bf694da658,dossier individuel,
IA00060888,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"moulin à blé, filature",Ségrie-Fontaine,61465,,Moulin de Ségrie (Le),moulin à blé | filature,mouture_cereales | filature_textile,agroalimentaire | textile_habillement_cuir,filature | moulin,,industrialisation_rail_vapeur,source_non_controlee,-0.3987323196061812,48.811813124956416,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/50d0c504-09b6-4aa5-abae-0706d3f6be25,dossier individuel,
IA00060889,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine de construction mécanique dite usine de Construction Mécanique Cousin,Saint-Georges-des-Groseillers,61391,Henri Letard (rue) 59,,usine de construction mécanique,construction_mecanique,mecanique_electrique,usine,,modernisation_apres_guerre,source_non_controlee,-0.559725380707416,48.75540281507778,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/e8e4afcd-ec77-4268-afba-aa8cb7d4583b,dossier individuel,
IA00060890,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,fromagerie industrielle,Saint-Evroult-Notre-Dame-du-Bois,61386,,Selle (La),fromagerie industrielle,transformation_lait,agroalimentaire,fromagerie,,industrialisation_rail_vapeur,source_non_controlee,0.43540435924326637,48.79619653998278,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/72c7db66-5725-450c-9b6a-9affb002f377,dossier individuel,
IA00060891,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,fromagerie industrielle,Serans,61470,,Douits (Les),fromagerie industrielle,transformation_lait,agroalimentaire,fromagerie,,revolution_premiere_industrialisation | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.1656498392817549,48.73999599732884,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/5d4cbd4e-f48d-46f7-bde7-1dc67f5b7136,dossier individuel,
IA00060893,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,filature de coton,Cahan,61069,,Rocray (Le),filature,filature_textile,textile_habillement_cuir,filature,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.4531499506792645,48.869926683570974,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/5087b98c-261c-4355-949d-915acf578073,dossier individuel,
IA00060894,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"haut fourneau, moulin à farine",Dompierre,61146,,Moulin-Neuf (Le),haut fourneau | moulin à farine,production_fonte | mouture_cereales,agroalimentaire | metallurgie_travail_metaux,haut_fourneau | moulin,,avant_1789 | revolution_premiere_industrialisation,source_non_controlee,-0.5509558352839058,48.6419492030083,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/4edf53a2-97b8-4ddb-bc74-18ebf307945a,dossier individuel,
IA00060895,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,fonderie,Argentan,61006,Industrie (avenue de l') 6 à 10,,fonderie,fonderie,metallurgie_travail_metaux,fonderie,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.027386267798739188,48.73464613378963,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/cfe24f63-71ef-4ba1-9c54-a8f47cdc51cc,dossier individuel,
IA00060897,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,filature de coton,Caligny,61070,,Pont (Le),filature,filature_textile,textile_habillement_cuir,filature,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,-0.6084368301689171,48.80765303634576,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f3368b75-9c61-4871-9b09-73048c1f8120,dossier individuel,
IA00060898,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"usine de confection, usine de matériel électroménager, usine de matériel électroacoustique",Flers,61169,Libération (avenue de la),,usine de confection | usine de matériel électroménager | usine de matériel électroacoustique,confection_habillement | fabrication_materiel_electrique | fabrication_materiel_electrique,mecanique_electrique | textile_habillement_cuir,usine,,industrialisation_rail_vapeur | modernisation_apres_guerre,source_non_controlee,-0.5833701637372726,48.7501485135232,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/79bd4669-a6e8-40cf-ad76-442679321b9b,dossier individuel,
IA00060900,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,filature de coton,Saint-Pierre-d'Entremont,61445,,Vaux (Les),filature,filature_textile,textile_habillement_cuir,filature,,industrialisation_rail_vapeur,source_non_controlee,-0.6440165445695119,48.79913635902096,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1569a5fc-5af9-4ced-9967-4c507de2414e,dossier individuel,
IA00060903,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,filature de coton,Caligny,61070,,Prés (Les),filature,filature_textile,textile_habillement_cuir,filature,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.5979219090552995,48.81368703293592,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/77493c8a-f023-4733-a897-c7b181593906,dossier individuel,
IA00060904,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,filature de coton,Montilly-sur-Noireau,61287,,Beau Manoir (Le),filature,filature_textile,textile_habillement_cuir,filature,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.5754498144802999,48.82888301000017,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/8f5adc8f-f62b-4153-b407-4f9db4819abd,dossier individuel,
IA00060905,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"fromagerie industrielle, laiterie industrielle",Saint-Bômer-les-Forges,61369,,Forges (Les),fromagerie industrielle | laiterie industrielle,transformation_lait | transformation_lait,agroalimentaire,fromagerie | laiterie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.6228811585247778,48.647382103042176,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/701a31af-9c2b-4a7f-b63c-f257d2bec47c,dossier individuel,
IA00060906,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,filature de coton,Montilly-sur-Noireau,61287,,Fontaines (Les),filature,filature_textile,textile_habillement_cuir,filature,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | modernisation_apres_guerre,source_non_controlee,-0.582858815365899,48.82478996390452,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/40520c19-0185-4170-a307-c66e361acc90,dossier individuel,
IA00060908,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,mine de fer,Larchamp,61223,,,mine,extraction_miniere,extraction,mine,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,-0.6557984758763797,48.70168040900983,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/a1d924c9-c295-4064-b100-b839b80a90d4,dossier individuel,
IA00060910,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tissage,Flers,61169,11e Division Britannique (rue de la) 64,,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.5705519349132565,48.75244143936828,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/286f0f4f-857e-4449-9e35-4c21e914bc73,dossier individuel,
IA00060911,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,scierie,Champsecret,61091,,Touche (La),scierie,sciage_bois,bois_papier_imprimerie,scierie,,revolution_premiere_industrialisation,source_non_controlee,-0.5492382002879136,48.60663227918272,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/4af855f0-3d7f-4e1c-af8d-91c65771a1de,dossier individuel,
IA00060912,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,ensemble d'industrie extractive,La Ferrière-aux-Étangs,61163,,,ensemble d'industrie extractive,extraction_miniere,extraction,complexe_industriel,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.515265057540473,48.646411640785665,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/da22b727-9136-4498-a8f4-156f8abb11c3,dossier individuel,
IA00060913,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tissage (tissage de Coton),Flers,61169,,Planchette (La),tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur | modernisation_apres_guerre,source_non_controlee,-0.5643742220790452,48.75309428775388,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ead596e3-dc26-4e34-9831-60fe2bc2b6a7,dossier individuel,
IA00060916,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,cidrerie distillerie Anée,Vimoutiers,61508,Perré (rue du) 27,,cidrerie | distillerie,production_cidre | distillation_alimentaire,agroalimentaire,cidrerie | distillerie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.2002554614504952,48.92907630201768,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1a9a2847-6721-406e-829f-3cb0ea579360,dossier individuel,
IA00060917,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Vimoutiers,61508,Général de Gaulle (avenue du) 1,,moulin à farine,mouture_cereales,agroalimentaire,moulin,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.197389362140982,48.92929722525575,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/92620e30-8fdd-40f0-972c-cf3a2f5bbc5d,dossier individuel,
IA00060918,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine de chaussures,Trun,61494,République (rue de la) 34,,usine de chaussures,fabrication_chaussures,textile_habillement_cuir,usine,,industrialisation_rail_vapeur,source_non_controlee,0.03205611673766493,48.84316873280393,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/fd9f271f-d779-49a9-bb8b-184e8c01b957,dossier individuel,
IA00060919,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Vrigny,61511,,Petit Moulin (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,-0.020625842997621567,48.66083789948028,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/5aa0568f-a61f-4f90-95a0-f44668c33531,dossier individuel,
IA00060921,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à tan,Silly-en-Gouffern,61474,,Moulin à Tan d'en Bas (Le),moulin à tan,preparation_tan,textile_habillement_cuir,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.05868612973673431,48.749930466578455,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/8f445157-f487-4dbb-a73a-628a46dfe355,dossier individuel,
