dossier_reference,origine,statut_traitement,statut_site,site_id,titre_source,communes_source,insee_source,adresses_source,lieux_dits_source,denominations_source,activites_codes,secteurs_codes,installations_codes,periodes_activite_codes,periodes_source_codes,localisation_statut_code,longitude_source,latitude_source,decision_rapprochement,dossier_url,type_dossier_source,composants_non_productifs_source
IA00060993,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,fromagerie industrielle,Champsecret,61091,,,fromagerie industrielle,transformation_lait,agroalimentaire,fromagerie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.5210229183172824,48.633852240304265,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/13843bb0-ed07-4e18-9787-35ece5924bb2,dossier individuel,
IA00060995,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Coulonges-sur-Sarthe,61126,,Moulin de l'Ormois (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.41052370587095904,48.52535771622874,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f06b42c8-e496-44f5-8495-3262fa753fb5,dossier individuel,
IA00060996,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"moulin à farine, minoterie",Saint-Denis-sur-Sarthon,61382,,Moulin du Pont (Le),moulin à farine | minoterie,mouture_cereales | mouture_cereales,agroalimentaire,minoterie | moulin,,industrialisation_rail_vapeur,source_non_controlee,-0.054169517871242835,48.45697351623695,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/80a70c8b-65b9-4427-8298-dcb027b9879b,dossier individuel,
IA00060998,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine de blanchiment,La Ferté-Macé,61168,Pierre Neveu (rue),,usine de blanchiment,ennoblissement_textile,textile_habillement_cuir,usine,,industrialisation_rail_vapeur,source_non_controlee,-0.3513550551054596,48.59409313716629,candidat_a_verifier,https://inventaire-patrimoine.normandie.fr/dossier/db919e83-c99a-4a83-9e4d-e29fbec073c0,dossier individuel,
IA00060999,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tissage de mèches,La Ferté-Macé,61168,Lavanderie (rue de la) 7 à 13,,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.3557096182839403,48.59215170505885,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f84bbf5d-7272-4e9e-9fad-ab9e9f645023,dossier individuel,
IA00061000,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine de chaussures,La Ferté-Macé,61168,Gérard de Contades (boulevard de) 21,,usine de chaussures,fabrication_chaussures,textile_habillement_cuir,usine,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.363937686023522,48.5943142273993,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f85f3485-6326-4372-885b-e0d294ec427a,dossier individuel,
IA00061004,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,four à chaux,Les Rotours,61354,,Rotouraux (Les),four à chaux,fabrication_chaux_ciment,verre_ceramique_materiaux_construction,four_chaux,,avant_1789 | revolution_premiere_industrialisation,source_non_controlee,-0.2753894674846308,48.780188243486506,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/23ab383d-e20c-4b4d-b6d3-7962c8fd9038,dossier individuel,
IA00061005,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine de céramique,Alençon,61001,Quackenbruck (avenue de) 112,,usine de céramique,fabrication_ceramique,verre_ceramique_materiaux_construction,usine,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.10181440925316419,48.43743466934021,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/97b4191e-c33e-481f-bf87-e773cd2b9f3d,dossier individuel,
IA00061006,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine d'extraction dite Mine de Halouze,Saint-Clair-de-Halouze,61376,,Bocagerie (La),usine d'extraction,extraction_miniere,extraction,usine_extraction,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.5917176265599445,48.686277999319834,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/3d33f56e-0804-4bb8-91e8-d2d997de498c,dossier individuel,
IA00061007,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine d'extraction dite Mine de Halouze,Saint-Clair-de-Halouze,61376,,Puits 1 (Le),usine d'extraction,extraction_miniere,extraction,usine_extraction,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.6095382943785913,48.6867660287051,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/550a98cc-1b6a-44d2-86af-4f2eedb20d38,dossier individuel,
IA00061009,phase8_restant_officiel,structure_classee_a_enrichir,composant_industriel_non_productif_a_relier,,cité ouvrière,Saint-Clair-de-Halouze,61376,,Cités (Les),cité ouvrière,,,,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,-0.623017450947038,48.68837391016504,relation_site_a_etablir,https://inventaire-patrimoine.normandie.fr/dossier/8c1faae4-d089-4889-a1cb-f600f23c2578,dossier individuel,cité ouvrière
IA00061011,phase8_restant_officiel,structure_classee_a_enrichir,composant_industriel_non_productif_a_relier,,cité ouvrière,Le Châtellier,61102,,Cités Lebardier (Les),cité ouvrière,,,,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,-0.5998027745897359,48.67987536530827,relation_site_a_etablir,https://inventaire-patrimoine.normandie.fr/dossier/c6c14420-21dd-40da-980d-6b02452883d5,dossier individuel,cité ouvrière
IA00061012,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tuilerie,Mâle,61246,,Gibet (Le),tuilerie,fabrication_tuiles,verre_ceramique_materiaux_construction,tuilerie,,industrialisation_rail_vapeur,source_non_controlee,0.7713256440320315,48.2686509588068,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/213ecea3-3d49-4529-add8-8f28bc3ae096,dossier individuel,
IA00061013,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"moulin à farine, usine de passementerie, tréfilerie",Aube,61008,,Moulin-Neuf (Le),moulin à farine | usine de passementerie | tréfilerie,mouture_cereales | passementerie | trefilage_metaux,agroalimentaire | metallurgie_travail_metaux | textile_habillement_cuir,moulin | usine,,revolution_premiere_industrialisation,source_non_controlee,0.5274112858799045,48.73320393603203,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/43c3eab5-6bba-4329-a3d0-38340573450a,dossier individuel,
IA00061014,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à blé,Buré,61066,,Moulin de Buré (Le),moulin à blé,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.39902429624003866,48.51461180902814,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/4578b822-7195-4082-969b-ed4bbed80047,dossier individuel,
IA00061016,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Perche en Nocé,,,Ferrière (La) ; Nocé,moulin à farine,mouture_cereales,agroalimentaire,moulin,,avant_1789 | industrialisation_rail_vapeur,source_non_controlee,0.6795352564891781,48.373421371551586,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/b5c7d602-d531-487f-b2f9-19bd9c3c4678,dossier individuel,
IA00061017,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,haut fourneau,Saint-Pierre-des-Loges,61446,,Logeard,haut fourneau,production_fonte,metallurgie_travail_metaux,haut_fourneau,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.47107520884908993,48.729917572316616,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/345d91f0-a734-4f62-914f-8be1089f6b52,dossier individuel,
IA00061018,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"moulin à papier, tannerie dite Tanneries de Saint Hilaire",Saint-Hilaire-sur-Risle,61406,,,moulin à papier | tannerie,fabrication_papier | tannerie_cuir,bois_papier_imprimerie | textile_habillement_cuir,papeterie | tannerie,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.49113624004081174,48.73252775980497,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/0b246630-95bd-4651-9664-b916468d17ce,dossier individuel,
IA00061019,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Saint-Hilaire-sur-Risle,61406,,Moulin de Saint-Hilaire (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.4999379187621098,48.733657354051495,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/daac4840-acf9-4c58-83b2-26a9496d7a1a,dossier individuel,
IA00061020,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Bazoches-sur-Hoëne,61029,,Moulin de Mondion,moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.4612337411147238,48.55237272133745,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/fd691cfe-e962-4291-b18b-4626c13aec31,dossier individuel,
IA00061022,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Sainte-Scolasse-sur-Sarthe,61454,,Moulin du Mesnil (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,avant_1789 | revolution_premiere_industrialisation,source_non_controlee,0.42005312719666027,48.57870303408991,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/a338d4a1-0f8c-468d-8518-7c02f3e96502,dossier individuel,
IA00061023,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine de fabrication des métaux,Le Champ-de-la-Pierre,61085,,Forge (La),usine de fabrication des métaux,fabrication_metaux,metallurgie_travail_metaux,usine,,avant_1789 | industrialisation_rail_vapeur,source_non_controlee,-0.2161534112727755,48.6129582002657,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/415450d3-1ffd-44e3-a9f5-e534aef18bae,dossier individuel,
IA00061024,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"haut fourneau, fonderie",Sainte-Marguerite-de-Carrouges,61419,,Fourneau (Le),haut fourneau | fonderie,production_fonte | fonderie,metallurgie_travail_metaux,fonderie | haut_fourneau,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.16991199507705526,48.588307749762606,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/a02dcabd-ba7c-44e8-bf61-6a825a5c4b2b,dossier individuel,
IA00061025,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,affinerie dite forge de Carrouges,Saint-Martin-l'Aiguillon,61427,,Forge (La),affinerie,affinage_metaux,metallurgie_travail_metaux,affinerie,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.17988401247012287,48.57844481973463,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/eb7a8df9-2258-477e-9c1f-e3dfed7313df,dossier individuel,
IA00061026,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"moulin à farine, usine de chaudronnerie dit moulin d'Aube, puis usine de chaudronnerie du moulin d'Aube",Aube,61008,Paris (route de) 73,,moulin à farine | usine de chaudronnerie,mouture_cereales | fabrication_metaux,agroalimentaire | metallurgie_travail_metaux,moulin | usine,,industrialisation_rail_vapeur,source_non_controlee,0.5462089443527636,48.74048480448767,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/c7d7cd67-02fb-46fd-8c05-4e32a6cd3143,dossier individuel,
IA00061028,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Beaufai,61032,,Moulin de Beaufai,moulin à farine,mouture_cereales,agroalimentaire,moulin,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | modernisation_apres_guerre,source_non_controlee,0.5140630015718455,48.735275248094275,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/0439fa26-5f51-48aa-a6b7-47d3bb459f21,dossier individuel,
IA00061030,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"moulin à papier, tréfilerie",Rai,61342,,Ferme du Moulin à Papier,moulin à papier | tréfilerie,fabrication_papier | trefilage_metaux,bois_papier_imprimerie | metallurgie_travail_metaux,papeterie | usine,,avant_1789 | industrialisation_rail_vapeur,source_non_controlee,0.5961307319639736,48.752784541821384,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1bcc0808-2397-4e51-8d4b-cbbb7b198c4a,dossier individuel,
IA00061033,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tréfilerie,Saint-Sulpice-sur-Risle,61456,,Fonte (La),tréfilerie,trefilage_metaux,metallurgie_travail_metaux,usine,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.6396386937186056,48.767455621208995,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/8bd63f82-dbc6-4eda-9f88-373fd5362b08,dossier individuel,
IA00061034,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,filature Vente,Saint-Pierre-du-Regard,61447,,Pont-Erembourg,filature,filature_textile,textile_habillement_cuir,filature,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.5146486142074254,48.84867294058659,candidat_a_verifier,https://inventaire-patrimoine.normandie.fr/dossier/ad1952b3-870f-448a-b0a9-14cd81aab402,dossier individuel,
IA00061036,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,filature,Saint-Pierre-du-Regard,61447,,Verrerie (La),filature,filature_textile,textile_habillement_cuir,filature,,industrialisation_rail_vapeur,source_non_controlee,-0.5198524319661104,48.83706898246044,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f7a22518-67a5-4604-a1c1-e7d0e09169bf,dossier individuel,
IA00061038,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,filature,Saint-Pierre-du-Regard,61447,,Champ Ferment (Le),filature,filature_textile,textile_habillement_cuir,filature,,industrialisation_rail_vapeur,source_non_controlee,-0.5119458944739677,48.845205493736024,candidat_a_verifier,https://inventaire-patrimoine.normandie.fr/dossier/432fcd3d-fd42-4915-a432-30afb0d32d2e,dossier individuel,
IA00061039,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine d'ouvrages en amiante,Sainte-Honorine-la-Chardonne,61407,,Plafond (Le),usine d'ouvrages en amiante,fabrication_produits_amiante,verre_ceramique_materiaux_construction,usine,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.5193373396195903,48.84216143773619,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/06764c30-6e7a-4bdd-b34b-cfe5726b4b08,dossier individuel,
IA00061040,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tissage,Athis-de-l'Orne,61007,,Vaux-de-Vère (Les),tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,-0.5243965903945238,48.83106555453205,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ca3d8831-fdbd-4714-a8f9-58e855b5d079,dossier individuel,
IA00061041,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tissage du Parc,Flers,61169,Simons (rue),,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.5735222479544884,48.74929141695601,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/7a9aaa25-6737-4201-9dff-21ba24a9aed8,dossier individuel,
IA00061042,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tissage dit tissage de la Halle,Flers,61169,Belfort (rue de),,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.5654868286558152,48.74486810118136,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/2ad6726e-76ab-4abb-bf14-522e50f74408,dossier individuel,
IA00061044,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"cidrerie distillerie dite cidrerie François, actuellement S.A. les Distilleries Françaises",La Rouge,61356,,,cidrerie | distillerie,production_cidre | distillation_alimentaire,agroalimentaire,cidrerie | distillerie,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.6950104032551438,48.26845706173531,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/a2e5cca2-577e-430a-a073-4cfae242d678,dossier individuel,
IA00061045,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"cidrerie-distillerie dite cidrerie Dourdoigne, puis les cidreries Réunies",Le Theil,61484,Teilleuls (places des) 28,,cidrerie | distillerie,production_cidre | distillation_alimentaire,agroalimentaire,cidrerie | distillerie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.688847835905919,48.264484188352164,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/001595d5-7e81-4a81-ba0f-8dae22918e84,dossier individuel,
IA00061046,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Courcerault,61128,,Moulin de la Vove (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.661925898331464,48.45105528857278,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/e3a8cd67-f87a-4692-aa71-8f0423b7d757,dossier individuel,
IA00061047,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Maison-Maugis,61245,,Moulin de Maison-Maugis (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.7035660313503407,48.452372413421045,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/bf72a86c-2f8e-4392-8c73-f758e7bed162,dossier individuel,
IA00061049,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,fonderie,L'Aigle,61214,Desaix (rue) 6,,fonderie,fonderie,metallurgie_travail_metaux,fonderie,,industrialisation_rail_vapeur,source_non_controlee,0.6308198224052208,48.76202615405436,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/49a1d684-9cc4-4e45-8cb0-b31dfafc7998,dossier individuel,
IA00061050,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine de quincaillerie,L'Aigle,61214,Tanneurs (rue des) 2bis,,usine de quincaillerie,fabrication_quincaillerie,metallurgie_travail_metaux,usine,,industrialisation_rail_vapeur,source_non_controlee,0.6272991788702991,48.766419256791096,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/39c6c270-e09b-47a0-bd20-623f31aa9091,dossier individuel,
IA00061051,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"moulin à papier, tréfilerie",Aube,61008,,Moulin d'Aubette (Le),moulin à papier | tréfilerie,fabrication_papier | trefilage_metaux,bois_papier_imprimerie | metallurgie_travail_metaux,papeterie | usine,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.525694697549601,48.72435868766188,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/08f5efae-132f-4369-918c-63a339cf84c1,dossier individuel,
IA00061053,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"tréfilerie Boisthorel, actuellement usine de transformation des métaux dite Tréfimétaux",Rai,61342,,Usine de Boisthorel,tréfilerie | usine de transformation des métaux,trefilage_metaux | fabrication_metaux,metallurgie_travail_metaux,usine,,avant_1789 | industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.5622451125842697,48.746817900678266,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/a5301085-16d2-414c-9d69-f88ca16e01f8,dossier individuel,
IA00061055,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tréfilerie,Saint-Martin-d'Écublei,61423,,Gondrillers (Les),tréfilerie,trefilage_metaux,metallurgie_travail_metaux,usine,,revolution_premiere_industrialisation,source_non_controlee,0.6887114382809219,48.79258324087267,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/38f266f7-6ce3-4753-a42b-ca89e12456e7,dossier individuel,
IA00061057,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Saint-Michel-Tubœuf,61432,,,moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.7096239133808253,48.74213994015254,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/01a9306d-d8d6-4f87-9ff6-e3d9c6390a8c,dossier individuel,
IA00061058,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Chandai,61092,,Moulin de Chandai (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.7311999557787924,48.75217965321692,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/a1b1a05e-fcce-4e70-a351-f8361501e93f,dossier individuel,
IA00061059,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tréfilerie,Saint-Martin-d'Écublei,61423,,Moulin de la Chaise (Le),tréfilerie,trefilage_metaux,metallurgie_travail_metaux,usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.6784847208423793,48.78767920511006,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/6853675e-202c-4a51-a2b6-2a0bda4a7e37,dossier individuel,
IA00061061,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Boissy-Maugis,61050,,Moulin de Méleray (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.7110543722831707,48.43980898127524,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/c86dff7c-53fa-42b1-a982-709d534bbd31,dossier individuel,
IA00061062,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Bretoncelles,61061,,Courvoisier,moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.9254088764859216,48.44298570163797,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/8eee80d5-43fa-407a-9ce7-a1ba9ff7a967,dossier individuel,
IA00061064,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Bretoncelles,61061,,Moulin-Neuf (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.9333742246779113,48.44818235445578,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/441f8072-ca1f-443b-b721-7f63ef81c8b6,dossier individuel,
IA00061065,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"moulin à farine, minoterie",Bretoncelles,61061,,Haute Planche (La),moulin à farine | minoterie,mouture_cereales | mouture_cereales,agroalimentaire,minoterie | moulin,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.8971301457461647,48.43644920595579,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/cf1828b5-be16-40ca-85de-a6ea86c811a9,dossier individuel,
IA00061066,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,briqueterie,Saint-Fulgent-des-Ormes,61388,,Tertre (Le),briqueterie,fabrication_briques,verre_ceramique_materiaux_construction,briqueterie,,avant_1789 | revolution_premiere_industrialisation,source_non_controlee,0.47034167869801397,48.32323130162303,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/bb8a38b9-a83d-4ec7-92a7-2a44a8f88c7f,dossier individuel,
IA00061067,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tuilerie,Saint-Jouin-de-Blavou,61411,,Tuilerie de Chanceaux (La),tuilerie,fabrication_tuiles,verre_ceramique_materiaux_construction,tuilerie,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.5073059711818075,48.44933902842728,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/11a51e26-2ee5-4307-acbc-36aca7f66577,dossier individuel,
IA00061068,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,haut fourneau,La Madeleine-Bouvet,61241,,Moulin Renault (Le),haut fourneau,production_fonte,metallurgie_travail_metaux,haut_fourneau,,avant_1789 | revolution_premiere_industrialisation,source_non_controlee,0.8918782679981431,48.454418008618966,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/cdaeb9cd-1e2a-4e4e-aee0-3de9cceff0e3,dossier individuel,
IA00061070,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"ferme, briqueterie",Origny-le-Roux,61319,,Basse Cour (La),ferme | briqueterie,fabrication_briques,verre_ceramique_materiaux_construction,briqueterie,,avant_1789 | industrialisation_rail_vapeur,source_non_controlee,0.4182383626953623,48.337850541024636,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/445524ea-363d-4f95-b711-b25df0d35ad7,dossier individuel,ferme
IA00061071,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine de quincaillerie dite usine de quincaillerie Mermier Lemarchand Réunis,Tinchebray,61486,Vire (route de),,usine de quincaillerie,fabrication_quincaillerie,metallurgie_travail_metaux,usine,,industrialisation_rail_vapeur | mutations_reconversions,source_non_controlee,-0.7288990870661847,48.767361979838164,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f1782e41-84e1-4811-8c7e-bb4f5f5fe9db,dossier individuel,
