dossier_reference,origine,statut_traitement,statut_site,site_id,titre_source,communes_source,insee_source,adresses_source,lieux_dits_source,denominations_source,activites_codes,secteurs_codes,installations_codes,periodes_activite_codes,periodes_source_codes,localisation_statut_code,longitude_source,latitude_source,decision_rapprochement,dossier_url
IA00060921,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,98418de1-ba9c-49ad-a9d6-426c5325110a,moulin à tan,Silly-en-Gouffern,61474,,Moulin à Tan d'en Bas (Le),moulin à tan,preparation_tan,textile_habillement_cuir,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.05868612973673431,48.749930466578455,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/8f445157-f487-4dbb-a73a-628a46dfe355
IA00060922,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,11ec885e-ef2a-4782-b698-aee13dd033c4,moulin à farine,Écouché,61153,Général Warabiot (rue du) 38,,moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,-0.12534618127495453,48.719653456306716,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/607b0df3-dc2c-4556-bbfa-194b1c5a50d6
IA00060923,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,73c817a1-f5bd-43d4-8a29-634f8077ad17,tréfilerie,Échauffour,61150,,Moulin de Launay (Le),tréfilerie,trefilage_metaux,metallurgie_travail_metaux,usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.4426513875149679,48.72229256237111,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/67f8daae-b4c8-462c-8a2d-e1f20bf09b42
IA00060924,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,c6517bf1-e124-43f5-86e2-8686481bd7ff,"collège, chocolaterie dite chocolaterie de l'Abbaye Suisse Normande",Tinchebray,61486,Nord (boulevard du) 12,,collège | chocolaterie,fabrication_chocolat,agroalimentaire,chocolaterie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | mutations_reconversions,source_non_controlee,-0.7376923693192089,48.764430764141196,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ed090b86-b0ae-40c3-8865-e0ff69567378
IA00060925,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,28f1caa8-c487-4c15-92ea-1895882b9501,usine de quincaillerie,Tinchebray,61486,Nord (boulevard du) 8,,usine de quincaillerie,fabrication_quincaillerie,metallurgie_travail_metaux,usine,,industrialisation_rail_vapeur,source_non_controlee,-0.7361508043715965,48.764776162357265,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/dab5894f-f425-4339-aa5e-74112201dc4d
IA00060927,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,12c40cb4-b71f-4ab4-9f79-cc149606da29,"moulin à papier, usine de quincaillerie dit moulin de Rochefort",Tinchebray,61486,,Landes (Les),moulin à papier | usine de quincaillerie,fabrication_papier | fabrication_quincaillerie,bois_papier_imprimerie | metallurgie_travail_metaux,papeterie | usine,,industrialisation_rail_vapeur,source_non_controlee,-0.7193199802807806,48.75221904865296,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/bc846388-04b3-4ee9-8512-d9ea8d170580
IA00060928,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,42ed31f5-39c0-4a3a-b3ed-02b42fe44cce,usine de quincaillerie,Tinchebray,61486,,Moulin Noir,usine de quincaillerie,fabrication_quincaillerie,metallurgie_travail_metaux,usine,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,-0.7613233351041298,48.76008671867491,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/efb0da58-bc5b-45cc-9a13-7e4697b7be1e
IA00060929,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,827ff590-c64c-4ee5-9fff-35ed52f82923,"tonnellerie, usine de boissellerie",Tinchebray,61486,,Pont Notre-Dame,tonnellerie | usine de boissellerie,travail_bois | travail_bois,bois_papier_imprimerie,tonnellerie | usine,,industrialisation_rail_vapeur,source_non_controlee,-0.7337986067249093,48.757412437703714,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/fd9989f4-cad5-4cac-af74-945cb69b8a71
IA00060930,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,ea0139ec-b78b-4b97-b6d0-e1ca7dbe4cc5,"moulin à farine, usine de quincaillerie",Tinchebray,61486,sous la tour,,moulin à farine | usine de quincaillerie,mouture_cereales | fabrication_quincaillerie,agroalimentaire | metallurgie_travail_metaux,moulin | usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.7265341545503523,48.76228556951085,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/6dbbf757-cc58-4f38-9949-a020e2f2453b
IA00060931,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,cced56dc-c367-4e5e-872f-826957aa6a6b,scierie,Dompierre,61146,,,scierie,sciage_bois,bois_papier_imprimerie,scierie,,modernisation_apres_guerre,source_non_controlee,-0.5511232641221355,48.635011120752075,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/2e457791-3208-4a23-bbc8-ddc223ce30e2
IA00060933,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,19e2f6db-e682-42ae-91bc-c666780491bc,moulin à farine,Saint-Pierre-d'Entremont,61445,,Rochette (La),moulin à farine,mouture_cereales,agroalimentaire,moulin,,revolution_premiere_industrialisation,source_non_controlee,-0.6602527868269009,48.803474689858824,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/7e88c5db-ce9d-446d-b6f4-51cb5bd420c0
IA00060934,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,abae0732-4d04-4ea5-b6cf-7024ec8a7082,tannerie,Vimoutiers,61508,,,tannerie,tannerie_cuir,textile_habillement_cuir,tannerie,,industrialisation_rail_vapeur,source_non_controlee,0.20071242022642669,48.91627337167701,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/3c7f9eb5-db5e-476a-a1ab-91d6270de979
IA00060935,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,e0a19b68-5705-494c-9493-8c45cc631d7e,usine de teinturerie,La Carneille,61073,,,usine de teinturerie,ennoblissement_textile,textile_habillement_cuir,usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.4467104041473739,48.778021488427726,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/be4d1083-c2d1-40cc-b09d-cacc6979f5ae
IA00060936,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,b8d7de3a-03bf-4d3a-a635-caa5ec10d1e7,cidrerie,Montreuil-au-Houlme,61290,,Crestinière (La),cidrerie,production_cidre,agroalimentaire,cidrerie,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.2780721021999237,48.692408942351854,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/53e8a5b3-c08f-4c2c-9ae7-b18cdf3e3c55
IA00060937,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,dc3f3034-1ffb-4c18-88ce-31d49b6d855c,fromagerie industrielle,Montreuil-la-Cambe,61291,,Cambette (La),fromagerie industrielle,transformation_lait,agroalimentaire,fromagerie,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.02796682798893687,48.881864160331716,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/5ede3b04-daf5-4e69-ad68-9b77f385c0d2
IA00060940,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,01085fc1-4a58-48f2-b911-ff999d68634d,fromagerie industrielle,Le Renouard,61346,,Parcs Creviers (Les),fromagerie industrielle,transformation_lait,agroalimentaire,fromagerie,,industrialisation_rail_vapeur,source_non_controlee,0.08546717946813655,48.922063889109275,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/5e0446e2-3107-4c4c-9cf1-c34230199052
IA00060941,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,9e711406-0477-4cb2-bfe9-863b1ffd4a41,abattoir,L'Aigle,61214,Fonte (rue de la) 15,,abattoir,transformation_viande,agroalimentaire,abattoir,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.6372064762998755,48.765257009535624,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/859dc28b-a0dd-48b7-8d21-c07aebc0c394
IA00060942,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,02b26d75-f50b-41c6-92a9-40a48ddd78ca,moulin à farine,Feings,61160,,Moulin de la Vigne (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.6876014423196568,48.543302278345934,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/9b96d451-5274-404c-87fa-3478b0e5a352
IA00060943,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,9beebeaf-590c-4229-bcbd-0e69bf5b332a,"tréfilerie de Sainte-Colombe, puis S.A. le Domaine du Tremblay, puis fromagerie et laiterie industrielle dite Société Laitière et Fromagère de Sainte-Gauburge, puis S.A. la Normandie Centrale, puis Société Coopérative Agricole Groupement Laitier du Perche",Échauffour,61150,,Farcière (la),tréfilerie | fromagerie industrielle | laiterie industrielle,trefilage_metaux | transformation_lait | transformation_lait,agroalimentaire | metallurgie_travail_metaux,fromagerie | laiterie | usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.42377001488293714,48.71877264250391,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1a7eedac-04bd-4881-bb48-2080a95b1611
IA00060944,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,974b8ac6-9b67-47f3-aa31-199305508502,moulin à farine,Sainte-Marguerite-de-Carrouges,61419,,Moulin de Chandon (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,revolution_premiere_industrialisation,source_non_controlee,-0.16488350134372773,48.60277354668637,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/7d7d2119-f7e5-46e6-97dd-d61aad882d6e
IA00060946,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,46d6dfbf-61d6-4548-bb60-33b5bb087cc5,affinerie de fer,Saint-Patrice-du-Désert,61442,,Forge de Cossé (La),affinerie,affinage_metaux,metallurgie_travail_metaux,affinerie,,avant_1789,source_non_controlee,-0.3087563401074108,48.53749306350746,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/728446d8-33e1-478b-a982-3160a704578f
IA00060947,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,0e9e1f19-8f5b-4d23-be23-d58413c607fc,haut fourneau de la Vie,Saint-Patrice-du-Désert,61442,,Fourneau (Le),haut fourneau,production_fonte,metallurgie_travail_metaux,haut_fourneau,,avant_1789,source_non_controlee,-0.2738351584861904,48.54036895779481,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/53a602b0-f4bb-4d15-b8e7-e7baafd71d09
IA00060948,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,7ec3d0fb-2b31-4906-a232-ae2e8a365a62,fenderie de fer,Le Champ-de-la-Pierre,61085,,Fendrie (La),fenderie,fabrication_metaux,metallurgie_travail_metaux,usine,,avant_1789,source_non_controlee,-0.20874927923710654,48.604686640175466,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/61cddbc2-8135-4bde-a3c3-1fb5bfe39ca8
IA00060949,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,9edcbc72-3d53-4ff8-b68b-e89dfe1f8c37,affinerie de fer dite forge de la Roche,Livaie,61228,,,affinerie,affinage_metaux,metallurgie_travail_metaux,affinerie,,avant_1789,source_non_controlee,-0.04610786425835532,48.48598975471081,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/7b5b8c23-8a44-4527-a889-bdee6180094a
IA00060951,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,3bfb86d2-025e-4747-a516-59e04104271f,moulin à farine,Macé,61240,,Moulin de l'Abbé (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.1315359055881659,48.630170421599395,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/9d7ad0b2-563f-4e06-9980-c53f6e84720f
IA00060952,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,71eaac97-3489-4f83-87f6-a0e0ca6b648b,"édifice sportif, abattoirs municipaux, usine de confection",Sées,61464,Cours (rue du) 1,,édifice sportif | abattoir | usine de confection,transformation_viande | confection_habillement,agroalimentaire | textile_habillement_cuir,abattoir | usine,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.16588783177666402,48.60740178148363,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/4d314546-51bf-4db1-b15b-319fb6dd8a67
IA00060953,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,d85368f9-7231-4cc2-bba0-84df5bb671f8,"tuilerie, briqueterie, fonderie, usine d'appareils de levage et de manutention",Sées,61464,Alençon (route d'),,tuilerie | briqueterie | fonderie | usine d'appareils de levage et de manutention,fabrication_tuiles | fabrication_briques | fonderie | construction_mecanique,mecanique_electrique | metallurgie_travail_metaux | verre_ceramique_materiaux_construction,briqueterie | fonderie | tuilerie | usine,,industrialisation_rail_vapeur | modernisation_apres_guerre,source_non_controlee,0.16919743982393015,48.59815555434551,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/740f93c2-905a-47be-a64e-f5d4fc634900
IA00060954,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,28f41414-c4a7-4eaa-a133-e9df7d0d5e44,moulin à farine,Mantilly,61248,,Dompierre,moulin à farine,mouture_cereales,agroalimentaire,moulin,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.8397089145407072,48.49331983120022,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/c81cdf0c-018e-45ed-bba1-50dcaa30b325
IA00060955,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,d9cf0757-1f24-4232-9531-d707f43fb30a,"moulin à farine, fromagerie industrielle",Mantilly,61248,,Morette,moulin à farine | fromagerie industrielle,mouture_cereales | transformation_lait,agroalimentaire,fromagerie | moulin,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.8472263171344901,48.52116787299539,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ef3a7c19-0544-4f07-9e07-0cf77e010556
IA00060957,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,7271bad3-fa9e-486a-ac61-168f3656f50b,"cidrerie, distillerie",Mantilly,61248,,Vectière (La),cidrerie | distillerie,production_cidre | distillation_alimentaire,agroalimentaire,cidrerie | distillerie,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.7977796025755088,48.51851729822556,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ab5a149f-e2fb-4e99-b2c1-c5d8fb7fb11f
IA00060958,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,17ee5a77-1607-46f5-aea3-cbbaea8a7d58,"moulin à farine, minoterie",Héloup,61203,,Moulin de Baudet (Le),moulin à farine | minoterie,mouture_cereales | mouture_cereales,agroalimentaire,minoterie | moulin,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.01581898040284017,48.401991472377084,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/3ab74151-dd0a-46cf-a3f8-7f11ee27fdf1
IA00060960,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,0250e305-e20e-4249-b7c7-5eeece3046a5,"affinerie, filature",Saint-Clair-de-Halouze,61376,,Forge (La),affinerie | filature,affinage_metaux | filature_textile,metallurgie_travail_metaux | textile_habillement_cuir,affinerie | filature,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.6437537047199444,48.68365383940785,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/0306d4b3-8692-4c40-8640-de1f76f88832
IA00060961,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,9a2fa262-bc53-45ef-8970-dce2042b95db,ensemble d'industrie extractive (mine de fer) dit mine de Halouze,Saint-Clair-de-Halouze,61376,,,ensemble d'industrie extractive,extraction_miniere,extraction,complexe_industriel,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.6077747799235949,48.6884041207369,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/e984344e-385e-4d31-a12f-3588c6e30e59
IA00060962,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,3b2da87c-4fdb-4e4e-a224-1da0a2842379,affinerie de fer dite affinerie de la Sauvagère,Saint-Michel-des-Andaines,61431,,Forge (La),affinerie,affinage_metaux,metallurgie_travail_metaux,affinerie,,avant_1789,source_non_controlee,-0.4227953906756073,48.6008196800106,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/c624f6f0-1bd4-4afa-8a3e-7fdea4bb56fe
IA00060964,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,628b5841-d265-4efe-8fbf-e0f63652c2a7,usine de fabrication des métaux,Champsecret,61091,,Varenne,usine de fabrication des métaux,fabrication_metaux,metallurgie_travail_metaux,usine,,avant_1789,source_non_controlee,-0.5942810838844449,48.63305192142125,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/c95a8a17-616e-46d7-ba9d-b03b02b14bc1
IA00060966,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,13c15244-8f76-428a-8403-fcb6c46aa649,briqueterie,Champsecret,61091,,Briqueterie (La),briqueterie,fabrication_briques,verre_ceramique_materiaux_construction,briqueterie,,industrialisation_rail_vapeur,source_non_controlee,-0.5254286147529699,48.57990425977285,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/0fb574a5-ab82-4f92-b840-17614db01ad2
IA00060967,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,9577fc41-10a5-48de-8458-a773fd57219c,tissage (tissage de mèches),Saint-Pierre-du-Regard,61447,,Pont-Erembourg,tissage,tissage,textile_habillement_cuir,tissage,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.5175209109490958,48.849596721397795,rejete_sites_distincts,https://inventaire-patrimoine.normandie.fr/dossier/fa88004f-3ff9-4d93-809f-00b9ffddaf48
IA00060968,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,5980f413-a1a5-435c-9db9-2f41d35d8560,"moulin à farine, minoterie",Bursard,61068,,Moulin de sou,moulin à farine | minoterie,mouture_cereales | mouture_cereales,agroalimentaire,minoterie | moulin,,industrialisation_rail_vapeur,source_non_controlee,0.21866275176172317,48.53527975175628,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/113c1b7b-9ebd-483a-9e41-5cf433fb6bb7
IA00060970,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,065c1945-2613-4616-b8f7-ec83d9e9936e,fromagerie industrielle,Condé-sur-Sarthe,61117,Saint Germain (rue de) 20,,fromagerie industrielle,transformation_lait,agroalimentaire,fromagerie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.05816789272019933,48.42609716553136,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/c97d1fa8-e322-4894-97c8-3b32cf669b26
IA00060972,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,2b6cca68-0634-47bf-a0f1-3b14bc3e3efe,moulin à farine,Alençon,61001,"Sarthe (rue de) 30, 32",,moulin à farine,mouture_cereales,agroalimentaire,moulin,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.08694993877432727,48.426870691394534,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f3939d65-589d-4789-bc19-ce6e5b677ce4
IA00060973,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,56194951-61d8-407b-9129-22f7b80ec643,usine de teinturerie,Alençon,61001,Isle (rue de l') 16,,usine de teinturerie,ennoblissement_textile,textile_habillement_cuir,usine,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.09399479316808139,48.42569315346296,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/54d78796-8468-4959-b5b4-ee3ab628d1aa
IA00060974,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,6e05fc2d-213c-4d46-b879-9a04b6020902,imprimerie,Alençon,61001,Demees (rue) 25 à 31,,imprimerie,imprimerie,bois_papier_imprimerie,imprimerie,,industrialisation_rail_vapeur,source_non_controlee,0.09544653470660579,48.432462591051575,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/9c4b41ff-ee6b-45c7-ab84-14188c9443d5
IA00060975,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,cb755e85-f0c2-4883-a32b-06919fed37bd,imprimerie,Alençon,61001,Halle aux Toiles (rue de la) 11,,imprimerie,imprimerie,bois_papier_imprimerie,imprimerie,,industrialisation_rail_vapeur,source_non_controlee,0.08818118188606536,48.431501222964116,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/2719459f-508c-4f76-939f-2b0b402d8bd0
IA00060976,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,29c0485d-006f-4f08-bf78-24d5eba5b7a7,usine de bonneterie,Alençon,61001,Demees (rue) 38,,usine de bonneterie,bonneterie,textile_habillement_cuir,usine,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.09542049005375318,48.43097654342245,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ecb27de1-d7d8-4152-89c9-666d84d34e40
IA00060978,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,e0d18da4-3bda-424c-bc62-85d531e288bb,tissage dit tissage du Bas de Maure,La Ferté-Macé,61168,Forêt d'Andaine (boulevard de la),Maure,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.36609256043580807,48.58750969911502,rejete_sites_distincts,https://inventaire-patrimoine.normandie.fr/dossier/59ce6d56-7a0e-4826-ba09-ab294de9d60c
IA00060979,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,242982cf-447f-4570-b7f7-e197832c0427,tissage dit tissage de Maure,La Ferté-Macé,61168,Oisivière (rue de l'),Maure,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.36693306094708267,48.58601834500957,rejete_sites_distincts,https://inventaire-patrimoine.normandie.fr/dossier/380fd45e-908b-4386-8d70-9f936498201c
IA00060980,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,18725b93-45cf-44c0-a272-ed6bfffef9ad,"moulin à farine, tissage",La Ferté-Macé,61168,,Fimbrune,moulin à farine | tissage,mouture_cereales | tissage,agroalimentaire | textile_habillement_cuir,moulin | tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.3713484886426191,48.59831804884251,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/e0de9762-7cc8-49cb-9358-5bcfa17e7155
IA00060981,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,c8e68197-0840-4339-9ccb-ca69e1cdb111,tissage,Antoigny,61004,,Vallée de Cour (La),tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.36008034467064526,48.53887109905953,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/aa9ee811-5b12-4449-8e94-fbcaaaa8b4f4
IA00060983,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,8358e295-cf32-4dc7-a61c-400d37f8d1ec,tissage,La Ferté-Macé,61168,Pierre Neveu (rue) 7,,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.35510925507739655,48.59104321610261,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/2e99c1b5-8bfc-4387-86ac-1596e83cd008
IA00060984,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,c93150ce-a55a-43ec-bb66-5cbd16c2e38f,tissage,La Ferté-Macé,61168,"Pierre Neveu (rue) 16, 16bis",,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.3531600186799498,48.592394661601496,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/78e1fad2-c0be-4e5b-b7df-6bb477e67485
IA00060985,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,49fb6da5-4bdc-4d3c-a574-02f67770d43d,tissage de Beaudouet,La Ferté-Macé,61168,Cinq Frères Robinet (rue des),,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,-0.35661951985623513,48.58559856324326,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ce341681-0375-4078-89b5-e003e49508f4
IA00060986,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,017109cc-6c4f-4dfb-b83d-1b5952486358,usine de blanchiment,La Ferté-Macé,61168,Pierre Neveu (rue),,usine de blanchiment,ennoblissement_textile,textile_habillement_cuir,usine,,industrialisation_rail_vapeur,source_non_controlee,-0.3515183164614459,48.593251226433395,rejete_sites_distincts,https://inventaire-patrimoine.normandie.fr/dossier/d42c29fe-0cfa-42e9-ba94-69f4febcbc51
IA00060987,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,fa66d715-7b51-4ddd-93ea-5beb0d940007,scierie,Coulonges-sur-Sarthe,61126,Scierie (rue de la),,scierie,sciage_bois,bois_papier_imprimerie,scierie,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.3546995847614367,48.51617139095375,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1f07c5e6-4b27-4e33-af62-7d755e0abf9d
IA00060989,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,8fbc79ed-9018-4e16-a315-065208000499,laiterie industrielle et abattoirs du Pont Morin,La Chapelle-d'Andaine,61096,,,laiterie industrielle | abattoir,transformation_lait | transformation_viande,agroalimentaire,abattoir | laiterie,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.4805735772865292,48.535114719692956,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/12e4344b-d4fe-437a-a8b3-d1c5f8cc5cd0
